"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","zona","clasif_sbs","nivel_educ"
"1","21","FAMILIAR","46","4629","17","12","950","200.17","13.82","Lima","0","TECNICA"
"0","0","FAMILIAR","34","4570","60","12","6000","20417.19","4338.31","Lima","0","UNIVERSITARIA"
"0","2","PROPIA","23","3840","11","12","2245.74","5104.86","18475.97","Huanuco","0","TECNICA"
"1","0","FAMILIAR","23","4751","16","12","1500","3684.55","0","Lima","0","TECNICA"
"1","0","FAMILIAR","32","4660","10","12","2100","1179.07","1047.71","Pasco","0","UNIVERSITARIA"
"0","0","FAMILIAR","36","4660","15","0","3351.83","7737.12","0","Piura","0","UNIVERSITARIA"
"0","0","FAMILIAR","34","5725","0","12","2800","4004.44","0","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","40","5603","15","0","3785","16864.03","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","37","4995","7","12","2250","4402.14","5386.73","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","49","5474","34","12","1343.57","11500","382.26","La Libertad","1","SECUNDARIA"
"0","0","FAMILIAR","49","6913","98","12","2300","21627.61","1299.37","Callao","0","UNIVERSITARIA"
"1","0","PROPIA","53","4417","12","12","3085","2400.67","7871.47","Piura","0","UNIVERSITARIA"
"1","1","PROPIA","42","8282","0","9","7394","0","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","28","4964","0","1","7000","679","28117.16","Lambayeque","0","SECUNDARIA"
"1","24","FAMILIAR","42","5360","45","12","1651.58","3510","4969.52","Lambayeque","0","UNIVERSITARIA"
"1","0","FAMILIAR","27","4574","17","12","965.58","2805","6.13","Callao","0","TECNICA"
"0","0","PROPIA","31","4052","51","12","7189","45488","7437.5","Lima","1","UNIVERSITARIA"
"1","21","FAMILIAR","26","4995","34","0","6600","22052.08","5556.17","Lima","1","SIN EDUCACION"
"1","1","PROPIA","22","5244","0","12","1007.89","0","3620.99","Callao","3","TECNICA"
"1","4","FAMILIAR","35","8313","0","12","670.17","0","3381.9","Piura","0","TECNICA"
"1","0","FAMILIAR","76","6456","90","12","30000","58083.42","19548.24","Lima","0","SIN EDUCACION"
"1","5","FAMILIAR","36","4629","31","4","8000","35250","57094.38","Piura","1","UNIVERSITARIA"
"1","0","FAMILIAR","29","4448","15","12","4000","9878","3819.16","Ancash","0","UNIVERSITARIA"
"1","0","FAMILIAR","60","6456","47","12","30000","71563.76","13734.46","Lima","0","SIN EDUCACION"
"1","0","FAMILIAR","51","5574","0","12","1028.63","0","4849.98","La Libertad","0","TECNICA"
"1","2","FAMILIAR","32","3899","0","0","1500","1900","6782.33","Lima","0","TECNICA"
"1","53","FAMILIAR","41","3476","32","10","1354.82","800","348.55","Arequipa","2","TECNICA"
"1","0","FAMILIAR","53","3626","0","11","1439","18027.2","21677.8","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","27","5117","12","12","2868.18","4812.86","1538.35","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","49","10108","8","12","4400","207.96","1398.16","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","24","4264","16","12","2800","4600","6195.27","Arequipa","0","UNIVERSITARIA"
"0","1","FAMILIAR","31","4843","10","12","1350","0","1770.29","Lima","0","TECNICA"
"1","1","FAMILIAR","22","3960","0","12","1056.31","900","4388.17","Lima","0","TECNICA"
"1","28","PROPIA","41","3687","17","4","14500","33704.03","30779.43","Cajamarca","1","UNIVERSITARIA"
"1","20","PROPIA","52","5605","0","12","2500","4983.51","0","Lima","1","TECNICA"
"1","2","FAMILIAR","32","5737","65","12","2133.35","1400","8891.26","Lima","1","TECNICA"
"1","38","FAMILIAR","31","5878","39","0","5200","740.13","600.18","Apurimac","2","UNIVERSITARIA"
"1","0","FAMILIAR","47","4052","104","12","4750","9000","6001.54","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","31","5513","37","8","8300","25680.89","1071.13","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","65","4721","17","12","11600","121543.4","30407.65","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","21","3443","10","10","2100","2450.61","965.42","Lima","1","UNIVERSITARIA"
"0","0","FAMILIAR","30","3779","50","12","2090","9320","57.18","La Libertad","0","UNIVERSITARIA"
"1","0","FAMILIAR","28","5635","33","12","1200","7039.98","2709.28","Lima","1","UNIVERSITARIA"
"1","19","FAMILIAR","42","11114","21","12","2300","0","0","Junin","1","TECNICA"
"1","0","FAMILIAR","26","4964","48","12","2300","1340.63","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","44","4660","41","12","2000","647.12","3462.59","Lima","2","UNIVERSITARIA"
"1","24","FAMILIAR","33","5909","48","12","2300","9913.57","554.09","Lima","1","TECNICA"
"1","0","FAMILIAR","42","4174","0","2","5200","0","7022.24","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","27","5056","0","12","3914","1891.29","0","Lima","1","TECNICA"
"0","0","FAMILIAR","47","4281","0","12","1280","10088","1630.56","Lima","1","TECNICA"
"0","7","FAMILIAR","35","5056","60","12","3600","4883.28","2292.39","Junin","1","UNIVERSITARIA"
"1","0","FAMILIAR","30","4417","0","11","4800","0","0","La Libertad","0","TECNICA"
"1","0","PROPIA","34","4233","0","12","1800","0","7425.85","San Martin","0","TECNICA"
"1","0","PROPIA","23","3595","0","12","1201.6","0","6962.45","Lima","0","TECNICA"
"1","0","FAMILIAR","30","4874","89","9","12876","91172.22","57094.38","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","42","4874","0","12","2402.8","1506.97","2890.07","Piura","0","UNIVERSITARIA"
"0","0","PROPIA","42","4751","121","12","23000","121543.4","57094.38","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","30","4874","0","6","3500","4118.81","8807.36","Lima","2","UNIVERSITARIA"
"0","2","FAMILIAR","49","3707","0","12","3152.38","0","3762.38","Lima","0","TECNICA"
"1","0","FAMILIAR","45","4660","18","12","1050","845.72","498.22","Loreto","1","TECNICA"
"1","21","FAMILIAR","42","10748","86","0","4406","24750","1368.35","Ancash","0","UNIVERSITARIA"
"0","12","FAMILIAR","26","4417","0","12","1092.33","0","2975.8","Arequipa","1","TECNICA"
"1","25","FAMILIAR","25","5209","12","12","700","1383.37","28.46","Piura","0","TECNICA"
"0","0","PROPIA","28","4233","20","12","2600","7395","230.5","La Libertad","0","UNIVERSITARIA"
"1","0","FAMILIAR","25","3809","0","12","930","0","2261.63","San Martin","0","TECNICA"
"1","0","FAMILIAR","40","5056","0","12","13500","1235.39","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","32","5327","0","2","1300","1785.75","1824.56","Lima","1","UNIVERSITARIA"
"1","8","FAMILIAR","43","5329","17","8","1400","1447.02","481.98","Loreto","0","TECNICA"
"0","0","PROPIA","46","4629","25","12","2874.88","11680","29.69","Arequipa","1","TECNICA"
"1","0","PROPIA","30","5635","0","12","1650","1381.77","0","Lima","1","TECNICA"
"0","0","FAMILIAR","48","6731","87","12","3800","16699.83","0.54","Lima","0","UNIVERSITARIA"
"0","0","PROPIA","49","3868","0","12","2000","1400","0","Lima","1","UNIVERSITARIA"
"0","0","FAMILIAR","39","3656","7","12","1070.83","500","3737.65","Lima","0","TECNICA"
"1","5","FAMILIAR","54","10049","107","12","15000","121543.4","9280.66","Lima","3","UNIVERSITARIA"
"1","2","FAMILIAR","30","4535","0","12","790","0","1949.19","Lima","0","TECNICA"
"0","0","PROPIA","50","6121","79","12","30000","20000","6234.3","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","41","4083","0","12","2220","3885","5287.43","Cajamarca","1","TECNICA"
"1","0","FAMILIAR","28","4539","4","12","2100","698.4","669.12","Loreto","0","UNIVERSITARIA"
"0","2","FAMILIAR","29","4264","19","12","4000","10800","2689.01","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","35","3419","0","12","812.53","0","722.49","Lima","0","TECNICA"
"1","0","FAMILIAR","37","3897","0","12","1061.08","0","2122.3","Piura","0","TECNICA"
"1","0","FAMILIAR","44","6456","30","12","1706.5","13580.32","80.65","Callao","0","TECNICA"
"0","1","FAMILIAR","44","4598","0","12","1666.13","0","14344.56","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","64","6304","52","0","30000","5500","4131.59","Lima","0","UNIVERSITARIA"
"1","6","PROPIA","38","6578","82","4","4300","9506.93","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","29","4386","24","12","2753","6877.13","2482.91","Lima","2","UNIVERSITARIA"
"0","0","FAMILIAR","30","4356","50","12","3550","4183.11","5950.78","Lima","1","UNIVERSITARIA"
"0","0","FAMILIAR","30","3899","10","12","1163.91","8871.27","32.05","Lima","0","TECNICA"
"1","2","FAMILIAR","32","4174","11","12","8500","20730.09","31068.4","Lima","1","UNIVERSITARIA"
"0","0","PROPIA","41","5452","80","12","6100","6151.1","86.75","Lima","2","UNIVERSITARIA"
"1","1","PROPIA","54","6059","26","12","2200","960","252.76","Arequipa","0","UNIVERSITARIA"
"0","1","FAMILIAR","31","4843","10","12","1350","0","1770.29","Lima","0","TECNICA"
"1","0","PROPIA","34","4448","0","12","1224.18","0","4414.9","Piura","0","TECNICA"
"1","0","FAMILIAR","22","3798","0","11","902","0","1036.98","La Libertad","0","SECUNDARIA"
"1","0","FAMILIAR","44","4629","0","12","4000","3770.29","0","Lima","2","UNIVERSITARIA"
"0","2","PROPIA","54","12026","0","12","2323.55","0","18241.97","Ancash","0","UNIVERSITARIA"
"0","0","PROPIA","39","7096","90","12","6727","35977.96","6268.98","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","23","4935","0","12","1050","0","747.35","Ancash","0","SECUNDARIA"
"1","0","FAMILIAR","30","6090","33","12","18000","13935.65","4982.48","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","4372","46","0","2800","8989","7586.18","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","29","3718","14","12","851.38","500","1157.18","Lima","0","TECNICA"
"0","2","FAMILIAR","41","5046","0","12","2497.3","11850.94","1012.62","Lima","0","TECNICA"
"1","0","FAMILIAR","28","4539","0","11","811.41","0","4674.71","Callao","0","TECNICA"
"1","0","PROPIA","34","4325","0","12","1400","3276.6","4153.11","Callao","0","UNIVERSITARIA"
"1","0","FAMILIAR","27","4539","21","12","1500","1000","4223.72","Ica","0","TECNICA"
"1","4","PROPIA","50","4264","116","3","5000","103464.47","30358.49","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","34","4833","0","12","3725.46","2345","5767.24","Lima","0","TECNICA"
"1","0","FAMILIAR","32","4721","0","12","2000","9783","0","Lima","2","UNIVERSITARIA"
"1","8","PROPIA","43","5513","85","12","7500","12739.15","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","40","6640","0","0","1670","1231.28","0","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","28","4386","3","12","3800","5404.23","3314.83","Lima","2","UNIVERSITARIA"
"1","1","FAMILIAR","27","3899","0","5","840","100","2974.37","Lima","0","TECNICA"
"1","0","FAMILIAR","24","5026","12","12","890","323.36","53.33","Callao","0","TECNICA"
"1","24","FAMILIAR","28","5360","22","12","1030","10035.36","338.28","La Libertad","1","TECNICA"
"0","0","FAMILIAR","30","5360","45","12","1800","2268","1327.96","Callao","4","TECNICA"
"1","0","FAMILIAR","41","5360","27","12","2300","23372.51","940.78","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","34","5117","16","12","5000","7946.74","3115.65","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","40","7005","19","3","5563","5368.8","40464.27","Cuzco","1","UNIVERSITARIA"
"1","0","FAMILIAR","45","5329","76","12","9287.9","1542.5","1304.2","Cajamarca","0","UNIVERSITARIA"
"0","1","PROPIA","50","6090","88","12","9000","47978.75","7342.61","Lima","2","UNIVERSITARIA"
"0","0","PROPIA","46","4083","22","12","15600","2119.54","7216.9","Lima","0","UNIVERSITARIA"
"0","1","FAMILIAR","29","3565","0","12","1200","1804.83","2389.82","La Libertad","0","UNIVERSITARIA"
"0","0","PROPIA","41","3687","8","10","2615.68","3500","1825.18","Lima","0","TECNICA"
"1","0","FAMILIAR","68","3809","9","12","2822.17","3000","2479.98","Callao","0","UNIVERSITARIA"
"0","20","FAMILIAR","41","11357","114","12","6000","32648.4","0","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","40","8101","79","12","1347.8","8555","839.26","Lima","1","TECNICA"
"1","0","FAMILIAR","52","3534","0","12","1500","0","4571.1","Lima","0","TECNICA"
"1","2","FAMILIAR","51","3609","0","12","711.96","1180","2104.88","Lima","0","TECNICA"
"1","2","FAMILIAR","25","4478","8","12","6500","21405.4","43633.62","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","61","12665","0","0","30000","0","17649.51","Ancash","0","UNIVERSITARIA"
"1","0","FAMILIAR","38","4721","0","12","900","0","518.35","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","30","4995","17","11","2150","905.61","160.23","Lima","1","TECNICA"
"1","21","FAMILIAR","35","6090","0","5","5250","14734.28","14607.04","Arequipa","1","TECNICA"
"1","0","PROPIA","49","5071","11","12","735.22","3428","74.44","Ucayali","1","TECNICA"
"1","0","PROPIA","26","4273","0","12","1284.86","800","6068.95","Ica","0","TECNICA"
"1","0","FAMILIAR","22","3759","0","12","998.72","0","3713.16","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","31","3840","3","12","1400","5000","4830.33","Cuzco","2","UNIVERSITARIA"
"1","0","FAMILIAR","30","5270","43","12","2800","3000","4153.48","Lima","0","TECNICA"
"1","0","FAMILIAR","53","4264","0","12","2684.66","6023.44","2651.22","Piura","1","UNIVERSITARIA"
"1","0","FAMILIAR","31","6000","8","12","1500","7467.8","2827.69","Lima","2","UNIVERSITARIA"
"1","2","FAMILIAR","30","3868","0","12","800","0","136.95","Lima","0","TECNICA"
"0","2","PROPIA","34","7278","50","12","12000","10551","10811.26","Lima","0","UNIVERSITARIA"
"1","23","FAMILIAR","30","5087","13","12","800","936.22","0","Lima","0","TECNICA"
"1","2","PROPIA","24","4052","9","12","1415.79","0","3770.55","Junin","0","TECNICA"
"1","1","PROPIA","25","4386","0","12","1200","0","4701.96","Lima","0","TECNICA"
"1","26","FAMILIAR","40","5574","27","0","7405","6239.7","0","Lima","1","UNIVERSITARIA"
"0","5","FAMILIAR","38","6762","0","12","24000","21564.79","0","Callao","0","TECNICA"
"1","2","FAMILIAR","50","4021","115","12","12000","121543.4","57094.38","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","35","6365","6","12","11341","47900","0","Lima","1","UNIVERSITARIA"
"1","15","FAMILIAR","32","5240","18","12","1800","0","1341.6","Cajamarca","1","UNIVERSITARIA"
"0","0","PROPIA","44","6090","106","6","26242","31706.18","57094.38","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","21","4629","0","12","1500","0","0","Arequipa","0","UNIVERSITARIA"
"0","0","FAMILIAR","33","7370","79","12","5668","866.57","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","52","6487","0","12","3137.25","0","1087.33","Cajamarca","4","TECNICA"
"1","0","PROPIA","40","4874","66","0","9100","59621.15","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","27","3991","0","12","800","0","3596.13","Lima","0","TECNICA"
"1","2","FAMILIAR","37","4113","14","12","1306.93","9723.12","3397.32","Lima","0","SECUNDARIA"
"1","0","FAMILIAR","24","3991","14","0","900","6960.6","357.21","Lima","0","TECNICA"
"1","0","FAMILIAR","23","5056","20","12","2100","2233.88","4450.79","Piura","0","UNIVERSITARIA"
"1","0","PROPIA","41","6943","0","12","2850","8596.69","7336.48","Lima","1","TECNICA"
"1","0","FAMILIAR","28","3905","0","12","1400","0","1535.5","Lima","0","TECNICA"
"1","0","FAMILIAR","43","4264","107","12","8868","83975.87","7278.29","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","38","5148","15","12","1000","0","2045.9","Junin","0","TECNICA"
"0","1","PROPIA","38","7278","81","12","8500","706.06","0","Ancash","0","UNIVERSITARIA"
"1","0","PROPIA","58","16592","0","12","3100","632.49","947.35","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","40","4386","0","12","1200","0","4879.47","Ancash","1","UNIVERSITARIA"
"0","0","FAMILIAR","32","6821","19","12","3000","10087","933.68","Lima","1","UNIVERSITARIA"
"1","9","FAMILIAR","25","3899","28","6","1800","14950.12","6665.98","Callao","1","UNIVERSITARIA"
"1","0","PROPIA","26","4170","0","12","1121.35","1053.44","2521.02","Ica","0","TECNICA"
"1","0","FAMILIAR","33","4008","15","12","1642.18","2100","13744.53","La Libertad","0","SECUNDARIA"
"1","55","PROPIA","38","3503","16","12","4200","500","4869.07","Moquegua","2","SECUNDARIA"
"1","24","FAMILIAR","38","5087","85","12","2040","1403.3","1192.12","Lima","4","TECNICA"
"0","0","FAMILIAR","60","5301","78","0","857.36","745.6","0","Arequipa","1","UNIVERSITARIA"
"1","8","FAMILIAR","32","4995","19","12","3135","3808.02","1799","Callao","1","TECNICA"
"0","0","FAMILIAR","28","5360","0","12","1200","1729","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","30","6059","37","12","2000","0","735.32","Lima","0","TECNICA"
"0","0","FAMILIAR","42","5725","87","0","6000","12820.12","646.47","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","30","4052","12","12","932.59","0","0","Lima","0","TECNICA"
"0","0","FAMILIAR","34","4721","0","12","1631.14","5180","0","Arequipa","0","TECNICA"
"1","0","PROPIA","54","3779","0","12","1500","0","1994.71","Piura","0","TECNICA"
"1","1","PROPIA","21","5360","8","11","865.48","800","1285.25","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","51","3609","0","12","711.96","1180","2104.88","Lima","0","TECNICA"
"1","0","FAMILIAR","34","8647","8","12","1500","5900","10258.6","Lima","0","TECNICA"
"1","35","FAMILIAR","44","4356","0","12","2000","969.03","1531.24","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","42","4174","0","12","3400","0","1193.13","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","43","4264","9","11","1562.55","1000","5350.9","Loreto","0","TECNICA"
"1","3","PROPIA","52","4676","0","12","2697.4","0","5839.02","Ica","0","TECNICA"
"0","0","PROPIA","57","13579","87","12","5900","4631.69","7566.9","Arequipa","1","UNIVERSITARIA"
"0","0","FAMILIAR","44","7186","96","12","6000","7541.92","5594.37","Lima","0","UNIVERSITARIA"
"1","5","FAMILIAR","40","7582","0","12","1450","1365.78","676.71","La Libertad","4","SECUNDARIA"
"1","0","FAMILIAR","25","6456","11","12","2100","0","0","Lima","0","UNIVERSITARIA"
"1","25","FAMILIAR","29","4458","29","12","1133.36","700","43.07","Lima","2","UNIVERSITARIA"
"0","0","FAMILIAR","29","4233","0","12","1550","4148.18","0","Lima","0","TECNICA"
"1","0","FAMILIAR","22","5725","0","7","2100","0","4932.17","Lima","0","TECNICA"
"1","0","FAMILIAR","34","4874","0","8","2200","5069.2","896.22","Lima","1","TECNICA"
"1","0","FAMILIAR","31","6456","0","4","5300","33022.22","57094.38","Callao","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","3899","7","11","767.18","1000","2615.95","Lima","0","UNIVERSITARIA"
"0","25","FAMILIAR","41","9684","62","12","2500","4732.62","14472.63","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","38","4813","8","5","6300","1357.74","261.96","Lima","0","UNIVERSITARIA"
"1","8","FAMILIAR","37","5847","22","12","2234","10972.5","261.44","Lima","0","TECNICA"
"1","0","FAMILIAR","42","5694","70","12","2500","14620.24","2094.93","Lambayeque","0","UNIVERSITARIA"
"1","0","FAMILIAR","53","5179","6","0","5000","6864.76","4547.19","Lima","1","UNIVERSITARIA"
"1","6","PROPIA","31","4539","29","12","4050","11986.98","0","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","31","4052","19","9","4250","3500","2710.81","Cajamarca","0","TECNICA"
"1","24","FAMILIAR","46","7186","47","12","3901.61","4508.11","0","Callao","1","UNIVERSITARIA"
"0","0","PROPIA","35","4295","93","12","6800","82336.44","1166.2","Lima","0","TECNICA"
"1","0","PROPIA","62","8647","87","12","15000","53024.45","2210.84","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","49","6731","15","12","820","120.03","13.83","Callao","0","TECNICA"
"0","0","PROPIA","41","5452","80","12","6100","6151.1","86.75","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","28","5026","29","12","23600","46726.91","33320.11","La Libertad","0","UNIVERSITARIA"
"1","32","FAMILIAR","43","6212","28","12","1710","8920.11","1012.78","La Libertad","2","TECNICA"
"1","0","FAMILIAR","41","4012","0","10","800","6379.61","1582.42","La Libertad","0","TECNICA"
"1","8","FAMILIAR","43","5329","17","8","1400","1447.02","481.98","Loreto","0","TECNICA"
"1","1","FAMILIAR","51","4021","36","7","2550","6113.5","11052","Cajamarca","0","UNIVERSITARIA"
"1","0","FAMILIAR","38","9378","81","12","17500","0","0","Lima","0","UNIVERSITARIA"
"1","24","FAMILIAR","51","7186","12","4","2860","9913.73","775.06","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","44","5056","85","11","25000","24420.65","51143.68","Lima","1","UNIVERSITARIA"
"0","0","FAMILIAR","37","4264","21","0","2300","14704.68","0","Lima","0","TECNICA"
"0","0","PROPIA","30","4629","93","2","5000","14999.04","2773.49","Arequipa","1","UNIVERSITARIA"
"1","24","FAMILIAR","30","4144","11","12","1600","6406.08","954.63","Lima","0","UNIVERSITARIA"
"0","0","PROPIA","40","4083","119","12","5200","30770","4627.65","Lima","2","UNIVERSITARIA"
"0","0","FAMILIAR","40","3960","51","12","4000","101296.14","7.55","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","35","4598","55","12","6600","885","0","Lima","0","UNIVERSITARIA"
"1","2","PROPIA","25","4116","0","12","1520.49","1211.25","2433.44","Lima","0","TECNICA"
"1","0","FAMILIAR","35","4174","0","10","3000","7824.1","0","Arequipa","1","UNIVERSITARIA"
"1","0","PROPIA","47","10292","57","12","14300","49506.58","20308.96","Ica","1","UNIVERSITARIA"
"1","0","FAMILIAR","53","8496","0","8","12000","9351.62","2.4","Lima","0","UNIVERSITARIA"
"1","1","PROPIA","28","4321","0","12","2618.83","0","8127.07","Lima","0","UNIVERSITARIA"
"0","2","FAMILIAR","42","8466","36","12","2244.27","0","3138.47","Lima","0","TECNICA"
"1","22","FAMILIAR","29","4325","19","12","4000","3155.15","417.43","Lima","0","UNIVERSITARIA"
"1","7","FAMILIAR","59","11418","8","12","3134.09","3276.04","11976.98","Arequipa","1","UNIVERSITARIA"
"1","19","PROPIA","27","4052","37","12","5100","17450","2902","Lima","4","UNIVERSITARIA"
"0","32","PROPIA","32","4782","14","12","1200","0","0","Junin","2","TECNICA"
"0","0","FAMILIAR","34","8039","20","12","2200","276.36","23.5","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","30","4935","40","12","4000","5821.66","2628.15","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","39","5544","0","3","3546","75.42","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","55","4567","0","2","725","0","507.92","Lima","0","UNIVERSITARIA"
"1","1","FAMILIAR","37","3860","0","12","1982.86","0","4000","Junin","0","TECNICA"
"0","0","FAMILIAR","31","4021","12","12","2000","8804.02","0","Lima","0","UNIVERSITARIA"
"1","25","PROPIA","31","4205","16","12","950","4767.84","0","Lima","3","UNIVERSITARIA"
"0","0","FAMILIAR","32","7005","86","12","14095.45","33820.69","14891.35","Cajamarca","0","UNIVERSITARIA"
"1","0","FAMILIAR","33","4570","7","12","4000","83.3","413.5","La Libertad","0","UNIVERSITARIA"
"1","1","FAMILIAR","39","4052","3","10","2300","3270","7324.34","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","28","3229","15","12","635.71","2115","825.37","Lima","1","TECNICA"
"1","2","PROPIA","31","6670","0","12","1500","0","0","Lima","0","TECNICA"
"1","2","PROPIA","22","3819","0","11","899.6","100","2061.25","Lima","1","TECNICA"
"0","0","FAMILIAR","38","4478","29","12","13400","26100","0","Lima","0","UNIVERSITARIA"
"1","1","FAMILIAR","21","4356","0","12","890","1209.86","3465.07","Loreto","0","TECNICA"
"0","0","FAMILIAR","36","5605","84","12","6700","13562.13","636.15","Lima","0","UNIVERSITARIA"
"1","6","PROPIA","38","6578","82","4","4300","9506.93","0","Lima","1","UNIVERSITARIA"
"0","0","PROPIA","39","4874","0","12","1500","0","0","Tacna","0","TECNICA"
"0","0","FAMILIAR","21","3626","0","12","900","720","602.64","Lima","0","TECNICA"
"0","4","FAMILIAR","29","3960","47","12","2334.21","0","5115.9","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","40","3899","0","12","1944.24","2169.6","9179.98","Lima","0","TECNICA"
"0","0","FAMILIAR","26","4028","14","12","3459.11","4750","1938","Lima","0","UNIVERSITARIA"
"1","1","PROPIA","29","8070","17","12","7000","27147.3","57094.38","Lima","1","UNIVERSITARIA"
"1","1","FAMILIAR","38","3750","0","11","1000","0","2922.62","Ica","4","TECNICA"
"1","0","FAMILIAR","27","3595","0","12","800","0","1732.86","Callao","0","TECNICA"
"0","0","FAMILIAR","25","4233","0","7","3000","0","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","42","9043","89","0","9600","75489.48","4419.7","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","38","4782","0","12","1770.89","594.72","1938.92","San Martin","0","UNIVERSITARIA"
"0","2","FAMILIAR","29","4904","0","12","905.76","350","1814.11","Lima","0","TECNICA"
"1","0","FAMILIAR","58","5026","22","12","2500","4689.13","1136.24","Lima","1","TECNICA"
"0","1","PROPIA","38","7278","81","12","8500","706.06","0","Ancash","0","UNIVERSITARIA"
"1","9","FAMILIAR","35","4224","11","12","1245.07","0","1046.85","Ancash","1","TECNICA"
"0","0","FAMILIAR","33","7612","88","12","3350","8641","815.45","Lima","0","UNIVERSITARIA"
"1","25","FAMILIAR","22","4995","23","12","3400","1387.54","688.26","Ancash","3","TECNICA"
"1","0","PROPIA","31","4052","19","9","4250","3500","2710.81","Cajamarca","0","TECNICA"
"1","0","ALQUILADA","46","4697","0","12","967.18","6000","19962.08","Junin","0","TECNICA"
"1","0","FAMILIAR","36","7643","0","12","2082.75","1250","13023.25","Lima","3","TECNICA"
"1","0","PROPIA","31","4356","0","3","7000","17535.04","29147.47","Junin","1","UNIVERSITARIA"
"1","0","ALQUILADA","31","4233","85","1","12500","89912.86","57094.38","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","22","4660","0","12","996.5","0","2280.05","Callao","0","TECNICA"
"1","0","FAMILIAR","24","3626","0","10","1600","0","2885.87","Lima","0","TECNICA"
"1","0","FAMILIAR","48","4325","86","10","12450","5557.89","4104.49","Lima","0","UNIVERSITARIA"
"1","1","PROPIA","26","3784","9","12","1205.58","1000","1934.58","Ica","0","TECNICA"
"0","1","PROPIA","43","3930","24","12","1288.39","2900","4819.81","Huanuco","0","TECNICA"
"1","0","FAMILIAR","52","5725","8","0","2800","15883.87","6293.71","Lima","0","UNIVERSITARIA"
"0","0","FAMILIAR","32","6456","20","12","2100","537.42","179.19","La Libertad","0","TECNICA"
"1","0","FAMILIAR","31","4751","30","12","600","5352.26","495.95","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","50","6762","0","12","2100","0","0","Arequipa","0","UNIVERSITARIA"
"1","4","ALQUILADA","30","6335","0","12","11200","42109.17","0","Lima","1","UNIVERSITARIA"
"1","3","PROPIA","40","6943","89","12","12050","73865.23","2702.59","Lima","1","UNIVERSITARIA"
